# Cactus benchmark results
#    processes = procs
#    nodes     = procs / ppn
#
# benchmark steps size machine   procs ppn tpp iter   walltime cputime
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 01 71   417.34331894 415.39392000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 02 00   427.14753026 787.80123700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 02 70   395.14246498 733.56984800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 02 71   368.67281962 693.36329100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 04 00   591.74799377 2118.78441700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 04 01   606.03415259 2161.71509800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 04 02   606.57069465 2160.00298500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 04 03   609.42726870 2169.47158600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 04 70   528.83833280 1917.96386400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 04 71   488.48490761 1789.02781400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 08 00   1546.19907614 5007.49296100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 08 70   631.67315156 4768.09001100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 08 71   607.70209688 4613.98434600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 16 00   1858.96060941 6315.72272000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 16 70   804.20874109 11734.48135300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000064 16 16 71   758.89552524 11259.30765700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 08 01 00   364.62904241 364.22276400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 08 01 70   379.81920310 379.69573800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 08 01 71   396.00827453 395.18070400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 08 02 00   440.86034016 796.68577000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 08 02 70   378.40813455 703.46795100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 08 02 71   413.95889019 758.59540300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 08 04 00   599.82393181 1979.99574800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 08 04 70   540.37555430 1850.29964100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 08 04 71   503.74059530 1748.33327700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 08 08 00   1788.01350286 5380.72425200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 08 08 70   678.67737144 5006.15286600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 08 08 71   642.28407215 4769.47405600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 00   404.99298149 404.92531000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 01   431.08043735 430.71091800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 02   427.04413413 426.51866000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 03   433.42988977 431.87500600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 04   417.92239112 417.67407500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 05   429.07855982 427.86275000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 06   444.53289246 444.34380100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 07   418.31180983 416.85004500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 08   422.25409577 420.87826200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 11   413.70373561 412.40574900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 27   434.69497877 432.78307600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 29   419.66531388 410.26962500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 30   439.21915391 428.73479800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 31   434.61412737 433.23107800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 69   430.70154522 430.00688500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 70   438.41579003 437.91137400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 01 71   431.95664416 431.63498300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 02 00   472.33713063 856.02950200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 02 70   421.91766016 779.28067100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 02 71   444.19184591 804.59427400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 04 00   628.96382082 2049.31606300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 04 01   642.24077718 2088.03048700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 04 02   689.82439842 2179.65220800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 04 03   670.76284182 2138.68566500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 04 70   559.62706526 1905.94711600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 04 71   545.43877754 1850.99568200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 08 00   1763.50365242 5334.35736900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 08 70   689.57964971 5051.44369100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 08 71   636.76134103 4722.85116200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 16 00   2237.19241006 7141.26229600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 16 70   800.63435093 11681.41004500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000128 16 16 71   743.16011415 11063.20738400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 00   416.81854382 416.65008200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 01   424.06496044 423.97053300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 02   435.50639245 435.05518500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 03   452.47220833 452.26825200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 04   420.10070920 419.89827200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 05   419.56022792 419.16618300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 06   435.70374093 433.69513500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 07   426.06771261 425.86660700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 08   416.79365528 416.45001900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 11   426.59510188 424.97055100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 27   422.20029125 421.98237100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 29   451.74462182 442.01958200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 30   429.08432736 421.15431500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 31   431.13646925 430.77493200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 69   428.61061831 428.29876600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 70   443.75125332 443.19964900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 01 71   430.91503566 430.43491100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 02 00   493.58668537 878.29491000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 02 70   482.44695258 863.17793000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 02 71   440.23977765 802.17812500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 04 00   639.43174573 2105.13555200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 04 02   661.28716728 2138.28163000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 04 03   661.23409816 2155.13869800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 04 70   563.27954600 1899.01067800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 04 71   522.37506390 1795.84423300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 08 00   2007.78571537 5415.25443200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 08 70   761.92412640 5155.37016100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 08 71   697.91456742 4817.27303700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 16 00   2633.87542579 7447.83346100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 16 70   874.75492376 12621.71282100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000256 16 16 71   792.28551614 11551.60588900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 01 00   432.15376549 432.15100400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 01 01   441.80254700 441.46759900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 01 02   466.84211560 466.84116400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 01 03   455.53552447 455.25647500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 01 04   429.11185786 428.98679500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 01 27   483.96443456 481.35408500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 01 29   455.41548594 447.59996800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 01 30   470.07764442 460.69678200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 01 31   467.55431002 465.62509900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 01 69   445.45534276 444.89979100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 01 71   432.57437397 431.60298900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 02 00   481.33138896 871.35843600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 02 71   450.67742913 816.63503800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 04 00   629.96891954 2108.09974400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 04 01   650.63503716 2168.72754200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 04 02   659.67285103 2198.78939500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 04 03   658.38587013 2192.54502800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 04 71   531.22941551 1840.13502800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 08 00   2182.42442297 5113.60358800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   000512 16 16 00   2917.04701424 7032.92755200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 01 00   430.57254488 429.10679800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 01 01   437.24065480 436.92725400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 01 02   470.04598340 469.48934500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 01 03   452.01172928 452.10824500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 01 04   435.76047032 435.42721100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 01 27   464.35032003 462.29691900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 01 29   465.19633431 457.62460400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 01 30   452.24806910 439.00743100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 01 31   454.38764507 451.27620200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 01 71   438.81654108 438.29943200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 02 00   503.23849598 902.79243700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 02 71   484.87606011 874.36265300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 04 00   648.85708079 2173.22782000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 04 01   678.40451218 2219.06267800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 04 02   692.87624405 2285.97485100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 04 03   693.47299075 2276.57427800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 04 71   547.03842935 1875.64522500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 08 00   2192.73954194 5185.64406200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   001024 16 16 00   3194.24190197 7228.57974800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 01 00   474.30655592 473.98159600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 01 01   482.89148177 482.66217100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 01 02   486.30503508 484.72232100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 01 03   486.71080130 485.29434700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 01 27   519.71460553 519.34445800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 01 29   502.39021118 491.49071300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 01 30   466.38628136 456.32853800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 01 31   463.41367294 463.26092800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 01 71   399.03692711 398.91291300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 02 00   516.41948016 932.54231900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 02 71   485.12292738 857.40158900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 04 00   644.42646233 2202.95367200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 04 01   676.88389260 2272.85005100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 04 02   671.90049929 2283.31869400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 04 03   679.92398633 2195.80124500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 04 71   573.36576023 1935.17692900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   002048 16 08 00   2191.28902042 5020.00972000
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   004096 16 01 30   564.43722649 556.34275800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   004096 16 01 31   540.58077165 540.06973100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   004096 16 01 71   455.91632274 455.34043200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   004096 16 02 00   598.95507284 1056.66598500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   004096 16 02 71   471.13539881 838.79645300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   004096 16 04 00   655.37947027 2238.28789400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   004096 16 04 01   686.16152266 2319.69698300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   004096 16 04 02   700.27613265 2338.29413500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   004096 16 04 03   673.68116989 2296.11949200
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   004096 16 04 71   573.91736912 1928.58452600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   004096 16 08 00   2164.29166218 4984.59550500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   008192 16 01 71   433.90391986 433.17103800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   008192 16 02 00   618.88302882 1096.32051400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   008192 16 02 71   451.53836770 830.44792700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   008192 16 04 00   664.84209040 2282.41064700
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   008192 16 04 01   687.25730075 2343.11442100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   008192 16 04 02   686.03115911 2356.38325800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   008192 16 04 03   699.08293954 2368.18000400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   008192 16 04 71   543.33106637 1907.09519100
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   008192 16 08 00   2165.34595664 4986.41963400
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   012288 16 01 71   437.99540328 436.87931300
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   012288 16 02 71   463.45291184 859.60171800
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   012288 16 04 01   738.65903756 2406.06234900
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   012288 16 04 02   793.26796536 2537.16257600
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   012288 16 04 03   710.98674150 2315.13667500
Bench_McLachlan_Carpet_9lev 000128 0025 ranger   012288 16 04 71   545.43758320 1926.07638400
